Cement,Blast_Furnace_Slag,Fly_Ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Water_Binder_Ratio,Log_Age,Cement_x_Age,SCM_Ratio,Concrete_Strength
218.23,4.018902367055242,4.82655218668264,140.75,2.558002204858551,1075.7,792.67,3,0.3548468333582041,1.3862943611198906,654.6899999999999,0.4498172192108913,27.42046052
298.0,0.0,4.68213122712422,186.0,1.9459101490553128,879.0,815.0,28,0.4592592479195247,3.367295829986474,8344.0,0.2641975308641975,42.63719584
262.0,4.718498871295094,4.465908118654584,195.0,1.791759469228055,895.0,733.0,28,0.4248365920514904,3.367295829986474,7336.0,0.429193899782135,33.7153764
133.0,5.303304908059076,0.0,192.0,0.0,927.4,839.2,90,0.5765765592619653,4.51085950651685,11970.0,0.6006006006006006,36.588422892
295.71,0.0,4.570992734186505,171.54,2.28949985344539,955.14,859.2,100,0.4383288504323789,4.61512051684126,29571.0,0.2443848217707934,52.04164848
213.5,0.0,5.166156462945698,154.61,2.5384474167160302,1052.3,775.48,14,0.3987465724777796,2.70805020110221,2989.0,0.4493732913808222,33.70158688
380.0,4.564348191467836,0.0,228.0,0.0,932.0,594.0,28,0.4799999898947371,3.367295829986474,10640.0,0.2,36.447769788
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,0.5501432507122278,3.367295829986474,9772.0,0.0,33.60506024
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,0.5999999842105268,5.198497031265826,68400.0,0.0,53.104130996
166.8,5.526249434594043,0.0,203.5,0.0,975.6,692.6,3,0.4880095806232715,1.3862943611198906,500.4,0.6,6.902344236
214.9,4.00369019395397,4.811289646296506,155.63,2.361796952625892,1014.3,780.58,56,0.3984484907844929,4.04305126783455,12034.4,0.4498067026805602,53.95839176
173.54,3.9328055446106736,5.162096646636745,164.77,2.010894999144726,1006.2,793.5,56,0.4149123586091771,4.04305126783455,9718.24,0.5630036261079774,53.77223324
183.9,4.817050545023591,0.0,203.5,0.0,959.2,800.0,90,0.6639477760539062,4.51085950651685,16551.0,0.3999999999999999,32.53292506
304.0,4.343805421853684,0.0,228.0,0.0,932.0,670.0,365,0.5999999842105268,5.902633333401366,110960.0,0.2,55.260122448
296.0,4.584967478670572,0.0,219.0,2.302585092994046,932.0,685.0,28,0.5572518942175091,3.367295829986474,8288.0,0.2468193384223918,29.23
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,0.7815125722053541,3.367295829986474,6664.0,0.0,17.54026944
401.8,4.5612182984589085,0.0,147.4,2.517696472610991,946.8,852.1,7,0.2968781410497857,2.079441541679836,2812.6,0.190735146022155,54.09628696
159.0,5.3471075307174685,5.087596335232384,201.0,2.079441541679836,848.0,669.0,28,0.3799621856339851,3.367295829986474,4452.0,0.6994328922495274,30.88163004
182.04,3.833196224882175,4.811940423184356,170.21,2.2181159363675955,1059.4,780.65,3,0.4874004785693695,1.3862943611198906,546.12,0.4787240135158352,7.315340359999999
303.6,4.948050418904635,0.0,213.5,1.9740810260220096,895.5,722.5,28,0.4813979598331914,3.367295829986474,8500.800000000001,0.315445321307779,33.419591196
192.0,5.666426688112432,0.0,192.0,0.0,929.8,716.1,28,0.3999999916666669,3.367295829986474,5376.0,0.6,39.321505756
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,0.689530661027774,1.3862943611198906,831.0,0.0,11.36256448
148.1,0.0,4.924350925499243,158.1,2.8390784635086144,1001.8,830.1,28,0.5553213714323368,3.367295829986474,4146.8,0.4798033017211099,17.959470848000002
159.0,5.267858159063328,0.0,208.0,2.5649493574615367,821.0,818.0,28,0.5909090741219013,3.367295829986474,4452.0,0.5482954545454546,19.19
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,0.5501432507122278,5.8888779583328805,125640.0,0.0,42.1269836
491.0,3.295836866004329,4.820281565605037,201.0,1.5953389880545987,822.0,699.0,28,0.3140624950927735,3.367295829986474,13748.0,0.2328125,57.915984
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,0.8177965755170943,2.079441541679836,1652.0,0.0,9.99050724
359.0,2.995732273553991,4.955827057601261,154.0,2.477378383367209,942.0,801.0,7,0.2967244644176404,2.079441541679836,2513.0,0.3082851637764932,35.75425543054136
150.3,4.722063937459591,5.479805242593414,167.3,2.0149030205422647,999.5,670.5,28,0.3342657275870983,3.367295829986474,4208.400000000001,0.6997002997002997,38.19
379.5,5.025195445427586,0.0,153.9,2.827313621929028,1134.3,605.0,28,0.2899943416243764,3.367295829986474,10626.0,0.2849067269643866,52.20022796
388.6,4.585987366571318,0.0,157.9,2.5726122302071057,852.1,925.7,28,0.3250977903006425,3.367295829986474,10880.8,0.1999176446366069,50.69717028
475.0,4.785823685681349,0.0,181.1,2.2925347571405443,852.1,781.5,28,0.3049848382454557,3.367295829986474,13300.0,0.2000673627484001,68.29949256
198.6,4.893352133481524,0.0,192.0,0.0,978.4,825.5,180,0.5800604054362416,5.198497031265826,35748.0,0.4,41.719503284
389.9,5.247024072160486,0.0,145.9,3.1354942159291497,944.7,755.8,7,0.2520297071682552,2.079441541679836,2729.3,0.3264812575574365,59.09498796
309.9,4.9684234452869465,4.720282993088596,167.8,3.139832617527748,913.9,651.2,28,0.2975704859448398,3.367295829986474,8677.199999999999,0.4504344741975528,38.215586252
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,0.5457226977662921,2.079441541679836,2373.0,0.0,21.16001844
181.9,5.612397912854348,0.0,185.7,0.0,1012.4,714.3,28,0.408401134629401,3.367295829986474,5093.2,0.5999560149549152,27.935499092
296.0,0.0,4.679349584162343,221.4,2.4423470353692043,819.2,778.4,28,0.5497889111053164,3.367295829986474,8288.0,0.2649615098087907,31.420110796000003
314.0,4.985659308026079,4.73795129722191,178.9,2.19722457733622,869.1,690.2,28,0.3124890775111078,3.367295829986474,8792.0,0.451528384279476,46.234192132
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,0.6583629658945565,3.367295829986474,7868.0,0.0,22.43554904
425.0,4.675628649636653,0.0,153.5,2.862200880929469,852.1,887.1,7,0.2889139791282895,2.079441541679836,2975.0,0.2000752870318088,49.20100736
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,0.4685138421029259,3.367295829986474,11116.0,0.0,36.93522932
275.07,0.0,4.806885789888681,159.48,2.388762789235098,1053.6,777.5,56,0.402300580134691,4.04305126783455,15403.92,0.3061147268049039,56.8472962
284.0,2.772588722239781,4.955827057601261,179.0,1.8656293177945105,842.0,801.0,3,0.4068181725723143,1.3862943611198906,852.0,0.3545454545454545,13.39553371527068
337.9,5.247024072160486,0.0,174.9,2.3513752571634776,944.7,755.8,91,0.3319415385852811,4.5217885770490405,30748.9,0.3587018409565382,67.79617508
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,0.6193548187304898,3.367295829986474,8680.0,0.0,27.82725136
190.34,0.0,4.837709458942664,161.85,2.3869262414277967,1088.1,802.59,56,0.5129627119370338,4.04305126783455,10659.04,0.3967418864097363,38.56239268
168.88,3.76630335107874,4.830311739964974,158.33,2.470638677990296,1080.8,796.15,3,0.4721335776909623,1.3862943611198906,506.64,0.4964067392276725,7.398077479999999
313.3,4.983606621708336,0.0,178.5,2.19722457733622,867.2,824.0,28,0.3894828629831363,3.367295829986474,8772.4,0.3163866463015491,40.925226932
159.0,4.762173934797756,5.010635294096256,175.0,2.772588722239781,953.0,720.0,28,0.412735839322268,3.367295829986474,4452.0,0.625,34.05
323.7,5.648269764725942,0.0,183.8,2.424802725718295,942.7,659.9,28,0.3030502835441009,3.367295829986474,9063.6,0.4662819455894477,74.69782984
212.52,0.0,4.618777189394308,159.32,2.2731562823032334,1007.8,903.59,3,0.5091885164374536,1.3862943611198906,637.5600000000001,0.3207836619898367,13.54130864
212.0,0.0,4.834534349115358,159.0,2.179286876649552,1085.4,799.54,28,0.4721182827923784,3.367295829986474,5936.0,0.3705089375853673,38.50033984
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,0.4854901833858775,2.079441541679836,2677.5,0.0,24.065470304
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,0.5501432507122278,3.367295829986474,9772.0,0.0,32.72253096
469.0,4.772378104971998,0.0,137.8,3.502549875922443,852.1,840.5,7,0.2350733497940404,2.079441541679836,3283.0,0.1999317639031047,54.89607912
273.0,0.0,4.51085950651685,199.0,2.4849066497880004,931.0,762.0,28,0.5482093512889986,3.367295829986474,7644.0,0.2479338842975206,32.23989776
238.05,0.0,4.555034116494294,186.66,2.079441541679836,949.91,847.01,100,0.5619580755672544,4.61512051684126,23805.0,0.2833273121387283,44.298833
153.0,5.480638923341991,0.0,200.0,1.9459101490553128,1002.0,684.0,28,0.5102040686172432,3.367295829986474,4284.0,0.6096938775510204,26.8550902
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,0.5800604054362416,2.079441541679836,2317.0,0.0,16.26473884
238.2,5.073923033332174,0.0,185.7,0.0,1040.6,734.3,28,0.4677581746156631,3.367295829986474,6669.599999999999,0.4,26.91369566
212.0,0.0,4.834534349115358,159.0,2.179286876649552,1085.4,799.54,56,0.4721182827923784,4.04305126783455,11872.0,0.3705089375853673,45.08483564
375.0,4.551769409260976,0.0,126.6,3.194583132299156,852.1,992.6,28,0.2700511887787715,3.367295829986474,10500.0,0.2000853242320819,56.69561148
265.0,4.465908118654584,4.718498871295094,195.0,1.9459101490553128,833.0,790.0,28,0.4220779129420365,3.367295829986474,7420.0,0.4264069264069264,37.39
167.0,4.335982696172475,5.123963979403259,164.03,2.187174241482718,1007.3,770.1,28,0.4006594919233148,3.367295829986474,4676.0,0.5920859794821691,41.40992856
304.8,0.0,4.611152257665639,196.0,2.379546134130174,959.4,705.2,28,0.4846686329211516,3.367295829986474,8534.4,0.2462908011869436,30.12320644
255.5,5.143416405330075,0.0,185.7,0.0,1026.6,724.3,28,0.4361202340037521,3.367295829986474,7154.0,0.3999530295913575,32.051670812
450.1,3.9318256327243257,0.0,200.0,1.3862943611198906,1124.4,613.2,28,0.3999200079999998,3.367295829986474,12602.8,0.0999800039992001,39.37597436
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,0.3999999916666669,1.3862943611198906,1440.0,0.0,24.404692496
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,0.3599999931428573,1.3862943611198906,1575.0,0.0,33.79811352
146.0,5.159055299214529,0.0,182.0,1.3862943611198906,986.0,817.0,28,0.5705328974754578,3.367295829986474,4088.0,0.542319749216301,23.73865868
116.0,5.159055299214529,0.0,192.0,0.0,909.8,891.9,7,0.6643598386034658,2.079441541679836,812.0,0.5986159169550173,10.089791784
475.0,4.785823685681349,0.0,181.1,2.2925347571405443,852.1,781.5,91,0.3049848382454557,4.5217885770490405,43225.0,0.2000673627484001,74.19451236
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,0.5811209268105921,5.902633333401366,123735.0,0.0,38.89334116
184.0,4.465908118654584,5.25227342804663,213.0,1.9459101490553128,923.0,623.0,28,0.4630434681947072,3.367295829986474,5152.0,0.6,22.93197176
168.88,3.76630335107874,4.830311739964974,158.33,2.470638677990296,1080.8,796.15,28,0.4721335776909623,3.367295829986474,4728.639999999999,0.4964067392276725,31.11605188
202.0,2.4849066497880004,4.955827057601261,206.0,1.000631880307906,942.0,801.0,28,0.5819208875163592,3.367295829986474,5656.0,0.4293785310734463,21.96670536
284.0,2.772588722239781,4.955827057601261,179.0,1.8656293177945105,842.0,801.0,28,0.4068181725723143,3.367295829986474,7952.0,0.3545454545454545,43.73346268
140.5,4.128745988939433,5.480222169845649,182.5,1.9021075263969205,1017.7,681.4,28,0.4143019202201607,3.367295829986474,3934.0,0.681044267877412,30.97
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,0.6721854082057812,5.198497031265826,54360.0,0.0,26.74477404
277.19,4.593300013417604,3.2371085931292605,160.7,2.5006159434931803,1061.7,782.46,100,0.4022830149377171,4.61512051684126,27719.0,0.3061055899066263,66.9481196
108.3,5.096201182425903,0.0,203.5,0.0,938.2,849.0,90,0.7517546822403147,4.51085950651685,9747.0,0.5999261174732177,29.231713972
213.5,0.0,5.166156462945698,159.21,2.5384474167160302,1043.6,771.9,28,0.4106101921233251,3.367295829986474,5978.0,0.4493732913808222,44.63667624
362.6,5.247024072160486,0.0,164.9,2.533696813957432,944.7,755.8,91,0.2989485079958573,4.5217885770490405,32996.6,0.3426395939086294,79.29663476
148.5,4.944495491591711,4.696837374513915,192.7,1.9600947840472696,892.4,780.0,28,0.4860025098107816,3.367295829986474,4158.0,0.6254728877679697,23.696600644
303.8,0.1823215567939546,5.483966713434666,236.4,2.2300144001592104,780.1,715.3,28,0.4347186385671454,3.367295829986474,8506.4,0.4413387274733358,44.48
322.0,4.762173934797756,0.0,196.0,2.3978952727983707,818.0,813.0,28,0.4474885742582518,3.367295829986474,9016.0,0.2648401826484018,29.77
424.0,3.1354942159291497,4.890349128221754,168.0,2.294552921296781,822.0,750.0,56,0.2906574344176915,4.04305126783455,23744.0,0.2664359861591695,74.3649114581204
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,0.7354455154279004,2.079441541679836,1767.5,0.0,11.483912255999998
298.1,0.0,4.686750172980514,163.6,2.624668592163159,953.2,784.0,28,0.4033530472546093,3.367295829986474,8346.800000000001,0.2650394477317554,35.86585204399999
166.09,0.0,5.101511415553109,176.46,1.7029282555214391,1058.6,780.09,28,0.5357663184428493,3.367295829986474,4650.52,0.4957189701238766,21.53923024
149.0,4.700480365792417,4.941642422609304,193.0,1.9459101490553128,892.0,780.0,28,0.4861460834723908,3.367295829986474,4172.0,0.6246851385390428,28.7
387.0,3.044522437723423,4.553876891600541,157.0,2.729159164312445,938.0,845.0,28,0.3133732472380589,3.367295829986474,10836.0,0.2275449101796407,50.23522136
167.95,3.763058852288188,5.1049146397432645,121.75,1.9050881545350584,1058.7,780.11,100,0.3256566542112916,4.61512051684126,16795.0,0.5507676670411384,39.2311844
310.0,4.9684234452869465,0.0,167.9,2.3978952727983707,914.3,804.0,28,0.3708038787366635,3.367295829986474,8680.0,0.3153710247349823,45.304778484
313.0,4.983606621708336,0.0,178.0,2.19722457733622,1002.0,689.0,28,0.3886462797238804,3.367295829986474,8764.0,0.3165938864628821,41.05140104
389.9,5.247024072160486,0.0,145.9,3.1354942159291497,944.7,755.8,3,0.2520297071682552,1.3862943611198906,1169.6999999999998,0.3264812575574365,40.59634688
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,0.6277890254297152,2.079441541679836,2070.6,0.0,14.843728804
249.1,0.0,4.602667055769973,158.11,2.624668592163159,987.76,889.01,28,0.454534987651718,3.367295829986474,6974.8,0.2838867327871208,30.84715624
251.37,0.0,4.7813898305905775,188.45,1.9095425048844383,1028.4,757.73,56,0.5098203519689333,4.04305126783455,14076.72,0.3199599610431771,36.96970312
116.0,5.159055299214529,0.0,192.0,0.0,909.8,891.9,3,0.6643598386034658,1.3862943611198906,348.0,0.5986159169550173,6.280436883999999
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,0.734126954994962,2.079441541679836,1764.0,0.0,13.71367764
251.37,0.0,4.7813898305905775,188.45,1.9095425048844383,1028.4,757.73,100,0.5098203519689333,4.61512051684126,25137.0,0.3199599610431771,43.58177796
165.0,0.0198026272961797,4.973763819320351,163.81,0.0,1005.6,900.9,14,0.5308337752087309,2.70805020110221,2310.0,0.4653099581969603,16.87837248
143.0,4.882801922586371,5.1298987149230735,217.0,1.9459101490553128,891.0,672.0,28,0.490950215136873,3.367295829986474,4004.0,0.6764705882352942,26.42
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,0.6193548187304898,4.795790545596741,37200.0,0.0,38.70028788
145.7,5.15675380222625,0.0,181.9,1.4816045409242156,985.8,816.8,28,0.5714734347636371,3.367295829986474,4079.6,0.5422557335846686,23.744174488
153.1,4.983606621708336,4.736198448394496,178.5,2.19722457733622,1001.9,688.7,28,0.4342009137873774,3.367295829986474,4286.8,0.627584529311603,25.559564796
284.0,2.772588722239781,4.955827057601261,179.0,1.8656293177945105,842.0,801.0,7,0.4068181725723143,2.079441541679836,1988.0,0.3545454545454545,24.13166
214.9,4.00369019395397,4.811289646296506,155.63,2.361796952625892,1014.3,780.58,28,0.3984484907844929,3.367295829986474,6017.2,0.4498067026805602,52.20022796
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,0.5501432507122278,4.51085950651685,31410.0,0.0,40.65839972
200.0,4.897839799950911,0.0,192.0,0.0,965.4,806.2,90,0.5765765592619653,4.51085950651685,18000.0,0.3993993993993994,43.25082948
323.7,5.648269764725942,0.0,183.8,2.424802725718295,942.7,659.9,7,0.3030502835441009,2.079441541679836,2265.9,0.4662819455894477,49.80085148
252.31,0.0,4.602667055769973,146.25,2.719319793360441,987.76,889.01,28,0.4165954419017991,3.367295829986474,7064.68,0.281290947416396,50.60064364
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,0.5800604054362416,4.51085950651685,29790.0,0.0,37.231704
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,0.4799999898947371,5.602118820879701,128250.0,0.0,42.131120456
285.0,5.25227342804663,0.0,163.0,2.151762203259462,1031.0,685.0,28,0.3431578875124655,3.367295829986474,7980.0,0.4,53.57917996
155.0,0.0,4.969813299576001,193.0,2.302585092994046,1047.0,697.0,28,0.6476509849781549,3.367295829986474,4340.0,0.4798657718120805,12.45883132
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,0.3999999920000002,1.3862943611198906,1500.0,0.0,26.0621928
318.0,4.844187086458591,0.0,210.0,1.9459101490553128,861.0,737.0,28,0.4729729623204288,3.367295829986474,8904.0,0.2837837837837837,31.77
218.85,0.0,4.829353196876964,158.49,2.512035317176253,1078.7,794.91,3,0.462096901799029,1.3862943611198906,656.55,0.3619161467140941,15.340841
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,0.6193548187304898,2.079441541679836,2170.0,0.0,14.98920824
186.2,4.829113417472866,0.0,185.7,0.0,1083.4,764.3,28,0.5984530906073772,3.367295829986474,5213.599999999999,0.3999355462455688,17.596806471999997
218.85,0.0,4.829353196876964,158.49,2.512035317176253,1078.7,794.91,100,0.462096901799029,4.61512051684126,21885.0,0.3619161467140941,46.2293658
425.0,4.675628649636653,0.0,153.5,2.862200880929469,852.1,887.1,91,0.2889139791282895,4.5217885770490405,38675.0,0.2000752870318088,65.19685056
139.6,5.349010480863555,0.0,192.0,0.0,1047.0,806.9,28,0.5501432507122278,3.367295829986474,3908.8,0.6,28.23748958
249.1,0.0,4.602667055769973,158.11,2.624668592163159,987.76,889.01,100,0.454534987651718,4.61512051684126,24910.0,0.2838867327871208,51.0556978
231.75,0.0,4.809090142334542,173.96,2.0438143640366846,1056.4,778.45,100,0.4922885221640626,4.61512051684126,23175.0,0.3441718312250615,45.83636448
272.6,0.0,4.506454213048934,198.7,2.451005098112319,931.3,762.2,28,0.54859192300961,3.367295829986474,7632.800000000001,0.2473771397018221,32.245413568000004
359.0,2.995732273553991,4.955827057601261,154.0,2.477378383367209,942.0,801.0,56,0.2967244644176404,4.04305126783455,20104.0,0.3082851637764932,66.78067543054136
387.0,3.044522437723423,4.553876891600541,157.0,2.703372611551099,938.0,845.0,7,0.3133732472380589,2.079441541679836,2709.0,0.2275449101796407,45.89841732
280.0,4.867534450455582,4.61512051684126,172.0,2.302585092994046,825.0,805.0,28,0.3379174786263756,3.367295829986474,7840.0,0.449901768172888,52.82075636
380.0,4.564348191467836,0.0,228.0,0.0,932.0,594.0,270,0.4799999898947371,5.602118820879701,102600.0,0.2,41.15137506
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,0.6619216846291216,3.367295829986474,7868.0,0.0,22.43554904
297.16,0.0,4.775250456359692,174.8,2.353278207309564,1022.8,753.45,56,0.4215095147935974,4.04305126783455,16640.960000000003,0.2834338075717386,51.95891136
287.0,4.804021044733257,4.553876891600541,188.0,2.302585092994046,904.0,696.0,28,0.3745019845716736,3.367295829986474,8036.0,0.4282868525896414,41.94082508
294.0,4.672828834461906,4.919980925828125,207.0,1.9459101490553128,747.0,778.0,28,0.3861940226456339,3.367295829986474,8232.0,0.4514925373134328,41.27
166.09,0.0,5.101511415553109,176.46,1.7029282555214391,1058.6,780.09,3,0.5357663184428493,1.3862943611198906,498.27,0.4957189701238766,10.76272036
168.88,3.76630335107874,4.830311739964974,158.33,2.470638677990296,1080.8,796.15,14,0.4721335776909623,2.70805020110221,2364.32,0.4964067392276725,23.5111316
313.3,5.572914199451162,0.0,175.5,2.26176309847379,1046.9,611.8,91,0.3049522101659043,4.5217885770490405,28510.3,0.4556038227628149,66.59648684
214.9,4.00369019395397,4.811289646296506,155.63,2.361796952625892,1014.3,780.58,100,0.3984484907844929,4.61512051684126,21490.0,0.4498067026805602,56.63355864
132.0,5.337538079701318,5.087596335232384,179.0,1.791759469228055,867.0,736.0,28,0.3579999928400001,3.367295829986474,3696.0,0.736,33.3016908
362.6,5.247024072160486,0.0,164.9,2.533696813957432,944.7,755.8,7,0.2989485079958573,2.079441541679836,2538.2000000000003,0.3426395939086294,22.89749796
148.0,5.198497031265826,0.0,183.0,2.4849066497880004,972.0,757.0,28,0.557926812258329,3.367295829986474,4144.0,0.5487804878048781,18.52
178.03,4.873669439023098,4.784152841516532,179.94,1.5195132049061133,1007.3,746.8,14,0.4219684257212572,2.70805020110221,2492.42,0.5825106113547358,34.23937816
355.0,2.995732273553991,4.584967478670572,145.0,2.583997552432231,967.0,871.0,28,0.3078556197907512,3.367295829986474,9940.0,0.2462845010615711,55.45455468
155.0,5.220355825078325,4.969813299576001,194.0,2.302585092994046,880.0,699.0,28,0.4024896182056096,3.367295829986474,4340.0,0.6784232365145229,28.98557104
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,0.4868903910096909,2.079441541679836,2669.8,0.0,14.54104884
250.0,0.0,4.5715099844954565,191.84,1.8453002361560848,948.9,857.2,3,0.554948058811419,1.3862943611198906,750.0,0.2768087014377043,8.48744956
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,0.4659949504787166,3.367295829986474,11116.0,0.0,39.0932892
236.9,4.529368472571809,4.283586561860629,246.9,1.9459101490553128,852.9,695.4,28,0.6170957106449461,3.367295829986474,6633.2,0.4078980254936265,28.629801424
322.0,5.010635294096256,0.0,186.0,2.19722457733622,951.0,709.0,28,0.3949044502143429,3.367295829986474,9016.0,0.316348195329087,52.42086028
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,0.689530661027774,5.8888779583328805,99720.0,0.0,33.70158688
273.0,4.418840607796598,4.663439094112067,210.0,2.302585092994046,904.0,680.0,28,0.4565217292060494,3.367295829986474,7644.0,0.4065217391304347,34.99
214.9,4.00369019395397,4.811289646296506,155.63,2.361796952625892,1014.3,780.58,14,0.3984484907844929,2.70805020110221,3008.6,0.4498067026805602,38.60376124
266.0,4.74493212836325,0.0,228.0,0.0,932.0,670.0,90,0.5999999842105268,4.51085950651685,23940.0,0.3,47.029847436
289.0,4.903050083416319,0.0,194.9,1.8718021769015916,924.1,760.1,28,0.46108349985608,3.367295829986474,8092.0,0.3162999763425597,46.247292176
159.0,5.236441962829949,0.0,176.0,2.4849066497880004,990.0,789.0,28,0.5086705055297542,3.367295829986474,4452.0,0.5404624277456648,32.763899519999995
165.0,4.863680881139593,4.891100725401066,175.06,2.206074192613202,1005.8,746.6,14,0.4113251783053294,2.70805020110221,2310.0,0.612312030075188,33.08795324
