Cement,Blast_Furnace_Slag,Fly_Ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Concrete_Strength,Water_Binder_Ratio,Log_Age,Cement_x_Age,SCM_Ratio
300.0,0.0,4.795790545596741,212.0,2.3978952727983707,878.0,728.0,28,23.83518532,0.5047618927437645,3.367295829986474,8400.0,0.2857142857142857
312.9,5.084505142662711,0.0,177.6,2.3608540011180215,916.6,759.5,28,52.446370892,0.3751584204656016,3.367295829986474,8761.199999999999,0.3390367553865653
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94408264,0.3599999931428573,3.367295829986474,14700.0,0.0
516.0,0.0,0.0,162.0,2.2192034840549946,801.0,802.0,28,41.36856,0.31395348228772324,3.367295829986474,14448.0,0.0
313.0,5.087596335232384,0.0,178.0,2.3978952727983707,917.0,759.0,28,52.44154456,0.3755274182378182,3.367295829986474,8764.0,0.339662447257384
424.0,3.1354942159291497,4.890349128221754,168.0,2.2945529212967815,822.0,750.0,7,40.28509771527068,0.2906574344176915,2.0794415416798357,2968.0,0.2664359861591695
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.93522932,0.3999999920000002,2.70805020110221,7000.0,0.0
166.09,0.0,5.101511415553109,176.46,1.7029282555214393,1058.6,780.09,56,28.62704352,0.5357663184428493,4.04305126783455,9301.04,0.4957189701238766
159.0,4.762173934797756,5.0106352940962555,175.0,2.772588722239781,953.0,720.0,28,34.05,0.412735839322268,3.367295829986474,4452.0,0.625
273.0,0.0,4.51085950651685,199.0,2.4849066497880004,931.0,762.0,28,32.23989776,0.5482093512889986,3.367295829986474,7644.0,0.24793388429752067
277.05,0.0,4.588939172877674,160.6,2.551786178627545,973.9,875.61,28,48.28400428,0.42890715658297307,3.367295829986474,7757.400000000001,0.2600950753124666
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72253096,0.5501432507122278,3.367295829986474,9772.0,0.0
387.0,3.044522437723423,4.553876891600541,157.0,2.729159164312445,938.0,845.0,7,36.83870268,0.3133732472380589,2.0794415416798357,2709.0,0.2275449101796407
261.9,4.7140245909001735,4.467056883858457,195.4,1.791759469228055,895.2,732.6,28,33.71882378,0.42617229168653675,3.367295829986474,7333.199999999999,0.4287895310796074
139.6,5.349010480863555,0.0,192.0,0.0,1047.0,806.9,7,14.589312159999999,0.5501432507122278,2.0794415416798357,977.1999999999999,0.6
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.17966352,0.6271186228095382,3.367295829986474,8260.0,0.0
388.6,4.585987366571318,0.0,157.9,2.5726122302071057,852.1,925.7,91,57.59882504,0.32509779030064256,4.5217885770490405,35362.6,0.19991764463660694
154.0,4.727387818712341,4.976733742420574,220.0,2.3978952727983707,923.0,658.0,28,26.82,0.5365853527662109,3.367295829986474,4312.0,0.624390243902439
305.3,5.320567975482857,0.0,203.5,0.0,965.4,631.0,90,54.598914963999995,0.39996068396303686,4.51085950651685,27477.0,0.3999606918238994
439.0,5.181783550292085,0.0,186.0,2.4932054526026954,884.9,707.9,3,39.300132,0.30194804704629796,1.3862943611198906,1317.0,0.28733766233766234
359.0,2.995732273553991,4.955827057601261,154.0,2.477378383367209,942.0,801.0,3,25.11662571527068,0.2967244644176404,1.3862943611198906,1077.0,0.30828516377649323
289.0,4.90527477843843,0.0,195.0,1.9459101490553132,924.0,760.0,28,46.24315532,0.46099289690324124,3.367295829986474,8092.0,0.31678486997635935
316.1,5.35517017814082,0.0,185.7,0.0,977.0,689.3,7,24.437787344,0.3525056880693681,2.0794415416798357,2212.7000000000003,0.39996203492786636
251.81,0.0,4.614526280912116,146.14,2.5915163848462583,1006.0,899.76,14,33.35684888,0.4154655176839938,2.70805020110221,3525.34,0.28412224591329066
181.38,0.0,5.124023501441311,169.59,2.1471001901536506,1055.6,777.8,56,35.570066839999996,0.48678204062165853,4.04305126783455,10157.279999999999,0.47937656075088264
202.0,2.4849066497880004,4.955827057601261,206.0,1.000631880307906,942.0,801.0,28,21.96670536,0.5819208875163592,3.367295829986474,5656.0,0.4293785310734463
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.79811352,0.3599999931428573,1.3862943611198906,1575.0,0.0
212.07,0.0,4.809090142334542,180.31,1.900613874140137,1057.6,779.32,28,24.90387312,0.5403518073555754,3.367295829986474,5937.96,0.36447001708172255
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.382869119999995,0.5800604054362416,4.795790545596741,39720.0,0.0
198.6,4.893352133481524,0.0,192.0,0.0,978.4,825.5,360,44.296075096,0.5800604054362416,5.8888779583328805,71496.0,0.4
355.9,0.0,4.960043507980195,193.3,2.4849066497880004,801.4,778.4,28,40.8686899,0.3885427057579356,3.367295829986474,9965.199999999999,0.28462311557788944
172.8,5.070789216916003,5.482720089545816,166.4,2.128231705849268,952.6,644.1,28,41.81,0.2916228480262382,3.367295829986474,4838.400000000001,0.6971608832807571
309.9,4.9684234452869465,4.720282993088596,167.8,3.139832617527748,913.9,651.2,28,38.215586251999994,0.2975704859448398,3.367295829986474,8677.199999999999,0.4504344741975528
159.0,5.0106352940962555,4.762173934797756,175.0,2.772588722239781,953.0,720.0,28,27.67556664,0.412735839322268,3.367295829986474,4452.0,0.625
288.0,5.262690188904886,0.0,192.0,0.0,932.0,717.8,90,50.526869708,0.3999999916666669,4.51085950651685,25920.0,0.4
212.52,0.0,4.618777189394308,159.32,2.2731562823032334,1007.8,903.59,100,42.919881,0.5091885164374536,4.61512051684126,21252.0,0.3207836619898367
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54026944,0.5661538287337284,2.0794415416798357,2275.0,0.0
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.229026048,0.4799999898947371,4.51085950651685,42750.0,0.0
362.6,5.247024072160486,0.0,164.9,2.533696813957432,944.7,755.8,3,35.3011712,0.29894850799585737,1.3862943611198906,1087.8000000000002,0.3426395939086294
155.0,0.0,4.969813299576001,193.0,2.302585092994046,1047.0,697.0,28,12.45883132,0.6476509849781549,3.367295829986474,4340.0,0.4798657718120805
